"","address","lat","lon","para","name","addr","LATITUDE","LONGITUDE","matched","Errors"
"764","Prince St & Union St",38.8030997,-77.0405152,"0x89b7b058bdbe47fb:0x29c1b3d014779336","Prince St & S Union St","Alexandria, VA 22314",38.803124,-77.040363,TRUE,13.4627789497744
"765","Prosperity Ave & Avenir Pl",38.8808077,-77.2305815,"0x89b64b71936abb17:0x115d02378d5d4007","Prosperity Ave & Avenir Pl","Merrifield, VA 20598",38.881436,-77.230377,TRUE,72.0714109417633
"766","Queens Chapel & Hamilton St",38.9558472,-76.9620821,"0x89b7c700e9be77d3:0xe99009dceab2bb9","Queens Chapel Rd & Hamilton St","Hyattsville, MD 20782",38.9546,-76.9595,TRUE,262.837203205967
"767","Radford & Osage St",38.8283081,-77.0861236,"0x89b7b16992ddd297:0x6e38f0b5521222a6","Radford St & Osage St","Alexandria, VA 22302",38.828471,-77.086061,TRUE,18.9079253308214
"768","Radford St & Osage St",38.8283081,-77.0861236,"0x89b7b16992ddd297:0x6e38f0b5521222a6","Osage St & N Radford St","Alexandria, VA 22302",38.8283081,-77.0861236,FALSE,0
"769","Randle Circle & Minnesota Ave SE",38.8785442,-76.9611372,"0x89b7b8fe35f1467d:0x633d1a648007efd7","Randle Cir SE & Minnesota Ave SE","Washington, DC 20019",38.878,-76.9607,TRUE,71.3723430850562
"770","Reed & Edison",38.837238,-77.060806,"0x89b7b128a02fe7d1:0xcf869ec3c7d1d6f2","W Reed Ave & Edison St","Alexandria, VA 22305",38.83728,-77.060899,TRUE,9.31095946423133
"771","Reed and Edison",38.837238,-77.060806,"0x89b7b128a02fe7d1:0xcf869ec3c7d1d6f2","W Reed Ave & Edison St","Alexandria, VA 22305",38.837238,-77.060806,FALSE,0
"772","Reservoir Rd & 38th St NW",38.9125927,-77.0741131,"0x89b7b63f2e7186ed:0x4e1707f9439098e1","Reservoir Rd NW & 38th St NW","Washington, DC 20007",38.912614,-77.074323,TRUE,18.3146169210546
"773","Reston Pkwy & Bennington Woods Rd",38.973706,-77.3514753,"0x89b637c316c9adb7:0x46feb42afa56bfe3","Bennington Woods Rd & Reston Pkwy","Reston, VA 20194",38.973625,-77.351837,TRUE,32.5391916664001
"774","Reston Pkwy & Spectrum Dr",38.9642077,-77.3542804,"0x89b637dfc8c67dfd:0x6c2e0fa84c3b2b19","Capital Bikeshare: Reston Pkwy & Spectrum Dr","Reston, VA 20190",38.964208,-77.35428,TRUE,0.0480499359123511
"775","Reston Regional Library",38.9615948,-77.3584964,"0x89b6481e337ccced:0xc2782dec90289c92","Reston Regional Library","11925 Bowman Towne Dr, Reston, VA 20190",38.9615948,-77.3584964,FALSE,0
"776","Reston Station",38.948943,-77.3380643,"0x89b64831ec7971e5:0x761986229c2bc64a","Reston Station","1901 Reston Metro Plaza, Reston, VA 20190",38.948943,-77.3380643,FALSE,0
"777","Reston Station Blvd & Sunset Hills Rd",38.9473233,-77.3299838,"0x89b649cd05f8f7d9:0x62b8effa2d70969f","Sunset Hills Rd & Reston Station Blvd","Reston, VA 20190",38.946735,-77.331008,TRUE,110.110285445465
"778","Reston Town Center Metro North",38.953564,-77.3598584,"0x89b64933834db959:0xc442702e2bd55e73","Reston Town Center Station North Pavilion","12023 Sunset Hills Rd, Reston, VA 20190",38.953691,-77.359717,TRUE,18.6795214578092
"779","Reston Town Center Metro South",38.952766,-77.360184,"0x89b64819e3b9a3af:0x79660a279d78850f","Reston Town Center","Reston, VA 20191",38.9523,-77.361466,TRUE,122.370182182895
"780","Reston Town Center Transit Station",38.9570383,-77.3588821,"0x89b648192fb8c757:0x6753210e0b373a93","Reston Town Center Transit Station","12051 Bluemont Way, Reston, VA 20190",38.9570383,-77.3588821,FALSE,0
"781","Reston YMCA",38.9558575,-77.3683371,"0x89b64804dc0433d5:0x2aadf60319cd537c","YMCA Fairfax County Reston","12196 Sunset Hills Rd, Reston, VA 20190",38.955314,-77.368416,TRUE,60.8183110050694
"782","Rhode Island & Connecticut Ave NW",38.9056638,-77.0412097,"0x89b7b7b8932200e3:0x15e1a3d3bfaddeab","Rhode Island Ave NW & Connecticut Ave NW","Washington, DC 20036",38.905996,-77.039802,TRUE,127.285510519926
"783","Rhode Island & Montana Ave NE",38.9245284,-76.985581,"0x89b7c78b16c649d7:0x3d9c22feb1015ccd","Rhode Island Ave NE & Montana Ave NE","Washington, DC 20018",38.924492,-76.985133,TRUE,38.9658341835048
"784","Rhode Island Ave & 39th St / Brentwood Arts Exchange",38.9394946,-76.9546249,"0x89b7c70d160fc3d5:0x7cf0d1cd261fa296","Brentwood Arts Exchange","3901 Rhode Island Ave, Brentwood, MD 20722",38.939271,-76.955047,TRUE,44.1693274943733
"785","Rhode Island Ave & Montana Ave NE",38.9245284,-76.985581,"0x89b7c78b16c649d7:0x3d9c22feb1015ccd","Rhode Island Ave NE & Montana Ave NE","Washington, DC 20018",38.9245284,-76.985581,FALSE,0
"786","Rhode Island Ave & V St NE",38.9180517,-77.0056927,"0x89b7b803e2fb660f:0x860e6c9a1f41d4ff","Rhode Island Ave NE & V St NE","Washington, DC 20002",38.918155,-77.004746,TRUE,82.7049217761737
"787","Rhode Island Ave Metro",38.920918,-76.995941,"0x89b7b809b43b0403:0xf53acb5c1157a2cd","Rhode Island Ave-Brentwood","919 Rhode Island Ave NE, Washington, DC 20018",38.920682,-76.995876,TRUE,26.8377252587621
"788","Rhode Island Avenue /Charles Armentrout Drive - Melrose Skate Park",38.946053,-76.9466094,"0x89b7c7173692e5ed:0xae9c1312d6391d3d","Melrose Skatepark","4666 Rhode Island Ave, Hyattsville, MD 20781",38.946053,-76.9466094,FALSE,0
"789","Rhodes St & 16th St N",38.8918713,-77.0792761,"0x89b7b65fde2b9691:0x473183d6d32873c1","N Rhodes St & 16th St N","Arlington, VA 22201",38.892164,-77.079375,TRUE,33.6534587693803
"790","Ridge Heights and Owl Cove Ln",38.9339189,-77.3317887,"0x89b649b357919709:0x583ad00709a4033","Owls Cove Ln & Ridge Heights Rd","Reston, VA 20191",38.933923,-77.331653,TRUE,11.7462675631351
"791","Ridge Heights Rd & Seahawks Dr",38.9370495,-77.1074566,"0x89b7ca00943ecfa9:0xe75a6a5548d7eb5a","Washington Orthopaedics & Sports Medicine","5215 Loughboro Rd NW # 200, Washington, DC 20016",38.936061,-77.337775,TRUE,19921.0251748242
"792","Ridge Rd & Southern Ave SE",38.8729037,-76.9350203,"0x89b7b927365be9a9:0x4883ec9ba45784ea","Southern Ave SE & Ridge Rd SE","Washington, DC 20019",38.872976,-76.935246,TRUE,21.128072552686
"793","Ridge Rd Community Center",38.8764932,-76.9408084,"0x89b7b9006e90ca75:0x955ff1dc1b6150c2","Ridge Road Community Center","830 Ridge Rd SE, Washington, DC 20019",38.876227,-76.940981,TRUE,33.1572748162793
"794","Riggs Rd & East West Hwy",38.9722022,-76.9794857,"0x89b7c64585ff11c7:0x3449f2f9be42a8ca","East-West Hwy & Riggs Rd","Chillum, MD 20783",38.9725,-76.9807,TRUE,110.073343276588
"795","Ring Rd & North Shore Dr",38.96998,-77.32687,"0x89b6363202e24811:0xe957bb592b4c15e9","N Shore Dr at Ring Rd","Reston, VA 20190",38.96998,-77.32687,FALSE,0
"796","Ripley & Bonifant St",38.9933016,-77.0294228,"0x89b7c8b9372f10a1:0x5595aa559e50dbce","Bonifant St & Ripley St","Silver Spring, MD 20910",38.9933016,-77.0294228,FALSE,0
"797","River Rd & Landy Ln",38.9645541,-77.1033929,"0x89b7ca27e58db967:0x29f654e2124b46c4","River Rd & Landy Ln","Bethesda, MD 20816",38.964992,-77.103381,TRUE,48.7031267097938
"798","Riverdale Park Town Center",38.963444,-76.9316408,"0x89b7c6cd9536dc47:0xd19ddcc2a2452d0b","Riverdale Park","Maryland",38.962119,-76.935578,TRUE,370.926695351679
"799","Rockville Metro East",39.0842631,-77.146291,"0x89b7cd9e4ca5bdc9:0xc250f49d38de24ff","Rockville","251 Hungerford Dr, Rockville, MD 20850",39.085394,-77.145803,TRUE,132.616828033442
"800","Rockville Metro West",39.0842631,-77.146291,"0x89b7cd9e4ca5bdc9:0xc250f49d38de24ff","Rockville","251 Hungerford Dr, Rockville, MD 20850",39.084379,-77.146866,TRUE,51.2751652009483
"801","Rockville Pike & Meeting St",39.0503657,-77.114958,"0x89b7cc303a41aa3f:0x51a897b3c03427fa","Rockville Pike & Meeting St","North Bethesda, MD 20852",39.0503657,-77.114958,FALSE,0
"802","Rockville Pike & Old Georgetown Rd",39.0494623,-77.114372,"0x89b7cc30195526af:0x85fc8ef670a1b322","Old Georgetown Rd & Rockville Pike","North Bethesda, MD 20852",39.049765,-77.11368,TRUE,68.5843177665028
"803","Rockville Pike & Rose Ave",39.0512488,-77.1155321,"0x89b7cc31b53f75a9:0xb3a0e244c1164be2","Rockville Pike & Rose Ave","North Bethesda, MD 20852",39.051022,-77.115438,TRUE,26.4957754603543
"804","Roland Clarke Pl & Sunrise Valley Dr",38.9483273,-77.3509129,"0x89b6483c6863c777:0xdcf3ea5db4e7fab","Roland Clarke Pl & Sunrise Valley Dr","Reston, VA 20191",38.9483273,-77.3509129,FALSE,0
"805","Rolfe St & 9th St S",38.8663536,-77.0761114,"0x89b7b6c11b172945:0x68aaebead044a1cc","S Rolfe St & 9th St S","Arlington, VA 22204",38.866471,-77.076131,TRUE,13.1641134219958
"806","Roosevelt Center & Crescent Rd",39.0015301,-76.8763335,"0x89b7c3cd8efd3a45:0xced61471e26fed0","Roosevelt Center","Centerway, Greenbelt, MD 20770",39.00031,-76.878005,TRUE,198.164202204003
"807","Roosevelt Island",38.8966824,-77.063008,"0x89b7b653d9e7cccf:0x4e542cac0bfd7d61","Theodore Roosevelt Island","Washington, DC",38.896553,-77.06714,TRUE,357.87600246809
"808","Rosedale Rec Center",38.8976329,-76.9790378,"0x89b7b84317b52917:0x41c0efa38ac5497b","Rosedale Recreation Center","1701 Gales St NE, Washington, DC 20002",38.897808,-76.979634,TRUE,55.1463188043536
"809","Rosedale Rec Center / 17th & Gales St NE",38.8976329,-76.9790378,"0x89b7b84317b52917:0x41c0efa38ac5497b","Rosedale Recreation Center","1701 Gales St NE, Washington, DC 20002",38.8976329,-76.9790378,FALSE,0
"810","Rosslyn Metro / Wilson Blvd & Ft Myer Dr",38.896854,-77.071978,"0x89b7b65bdca4e5f9:0x5ccbe27dde2fe014","Rosslyn","1850 N Moore St, Arlington, VA 22209",38.896854,-77.071978,FALSE,0
"811","Rosslyn Metro / Wilson Blvd & N Moore St",38.896854,-77.071978,"0x89b7b65bdca4e5f9:0x5ccbe27dde2fe014","Rosslyn","1850 N Moore St, Arlington, VA 22209",38.896087,-77.071452,TRUE,96.6742472043247
"812","Route 29 & Bisvey Dr",38.8767527,-77.1954404,"0x89b64b4cb90c5a61:0x4f33fde792d43222","US-29 & Bisvey Dr","Idylwood, VA 22042",38.876912,-77.195847,TRUE,39.4032032863664
"813","Route 29 & Circle Woods Dr",38.8686535,-77.2711295,"0x89b64c09a46a3dad:0x3f90f7f02e8918f8","US-29 & Circle Woods Dr","Merrifield, VA 22031",38.869114,-77.271538,TRUE,62.2311290850532
"814","Royal & Wilkes St",38.799751,-77.044594,"0x89b7b059fc7eabf7:0x9fa9325af673f0f9","S Royal St & Wilkes St","Alexandria, VA 22314",38.799751,-77.044594,FALSE,0
"815","Royal St & Wilkes St",38.8001358,-77.0445935,"0x89b7b059e37416f1:0x5427e06058893b85","Wilkes St & S Royal St","Alexandria, VA 22314",38.799267,-77.0447,TRUE,97.0459997798568
"816","S Arlington Mill Dr & Campbell Ave",38.842134,-77.0896936,"0x89b7b14fc7b10d8b:0x1c9d7f762331a92d","S Arlington Mill Dr & Campbell Ave","Arlington, VA 22206",38.84232,-77.089555,TRUE,23.9132901403003
"817","S Clark St & 33rd St",38.8453901,-77.0519247,"0x89b7b0d4bedc01d5:0x163e5550312a1f0c","33rd St & S Clark St","Arlington, VA 22202",38.845028,-77.051956,TRUE,40.3548260892671
"818","S Four Mile Run & Walter Reed Dr",38.846937,-77.0953009,"0x89b7b153c260f851:0x1926c3ca345c413e","S Four Mile Run Dr & Walter Reed Dr","Arlington, VA 22206",38.846937,-77.0953009,FALSE,0
"819","S Four Mile Run Dr & S Shirlington Rd",38.8443249,-77.0855108,"0x89b7b14eb21b3035:0x123fca8ec8811d8f","S Four Mile Run Dr & Shirlington Rd","Arlington, VA 22206",38.8443249,-77.0855108,FALSE,0
"820","S Four Mile Run Dr & Shirlington Rd",38.8443249,-77.0855108,"0x89b7b14eb21b3035:0x123fca8ec8811d8f","S Four Mile Run Dr & Shirlington Rd","Arlington, VA 22206",38.8444,-77.085931,TRUE,37.3370282524898
"821","S Four Mile Run Dr & Walter Reed Dr",38.846937,-77.0953009,"0x89b7b153c260f851:0x1926c3ca345c413e","S Four Mile Run Dr & Walter Reed Dr","Arlington, VA 22206",38.84736,-77.095431,TRUE,48.3660487769969
"822","S George Mason & Four Mile Run Dr",38.8526511,-77.103474,"0x89b7b4000ee8fe07:0x8e2ca6c4da16721","S Four Mile Run Dr & S George Mason Dr","Arlington, VA 22204",38.8526511,-77.103474,FALSE,0
"823","S George Mason Dr & 13th St S",38.8561871,-77.1004625,"0x89b7b6aa3a9913ed:0x226600b9030a8c05","S George Mason Dr & 13th St S","Arlington, VA 22204",38.8561871,-77.1004625,FALSE,0
"824","S George Mason Dr & Four Mile Run",38.8526511,-77.103474,"0x89b7b4000ee8fe07:0x8e2ca6c4da16721","S Four Mile Run Dr & S George Mason Dr","Arlington, VA 22204",38.8526511,-77.103474,FALSE,0
"825","S George Mason Dr & S Four Mile Run Dr",38.8526511,-77.103474,"0x89b7b4000ee8fe07:0x8e2ca6c4da16721","S Four Mile Run Dr & S George Mason Dr","Arlington, VA 22204",38.852248,-77.105022,TRUE,141.34376777326
"826","S Glebe & Potomac Ave",38.8428475,-77.0501583,"0x89b7b0d38faf2c5d:0x1f80b2e9f4a35bd5","Potomac Ave & S Glebe Rd","Arlington, VA 22202",38.8428475,-77.0501583,FALSE,0
"827","S Glebe Rd & Potomac Ave",38.8428475,-77.0501583,"0x89b7b0d38faf2c5d:0x1f80b2e9f4a35bd5","Potomac Ave & S Glebe Rd","Arlington, VA 22202",38.8426,-77.0502,TRUE,27.75669687716
"828","S Jordan St & Venable St",38.8110534,-77.1101257,"0x89b7b22cc5c0dcd3:0xd568bf6f7e8c24e7","S Jordan St & Venable Ave","Alexandria, VA 22304",38.811361,-77.109975,TRUE,36.611178828305
"829","S Joyce & 16th St S",38.8585079,-77.0633121,"0x89b7b6da0ddb8e4f:0x27df84c70df4b40","S Joyce St & 16th St S","Arlington, VA 22202",38.8585079,-77.0633121,FALSE,0
"830","S Joyce & Army Navy Dr",38.8658466,-77.0628575,"0x89b7b6ddd1160231:0x2c424bf73a04239a","Army Navy Dr & S Joyce St","Arlington, VA 22202",38.8658466,-77.0628575,FALSE,0
"831","S Kenmore & 24th St S",38.8484651,-77.0848044,"0x89b7b14b6420f1ff:0xe603dfe472f85348","24th St S & S Kenmore St","Arlington, VA 22206",38.8484651,-77.0848044,FALSE,0
"832","S Kenmore St & 24th St S",38.8484651,-77.0848044,"0x89b7b14b6420f1ff:0xe603dfe472f85348","24th St S & S Kenmore St","Arlington, VA 22206",38.848454,-77.084918,TRUE,9.91482412992716
"833","S Maple Ave & S Washington St",38.8792077,-77.1793145,"0x89b7b4b8e5407449:0xfc5801cfccadb6fc","S Maple Ave & S Washington St","Falls Church, VA 22046",38.87972,-77.178408,TRUE,96.9653889348535
"834","S Oakland St & Columbia Pike",38.8603174,-77.0957122,"0x89b7b6af4750c717:0x4292922e1c215f07","S Oakland St & Columbia Pike","Arlington, VA 22204",38.8603174,-77.0957122,FALSE,0
"835","S Payne St & King St",38.8059163,-77.0535483,"0x89b7b0ff78815823:0x76e02d2bd1341394","King St & S Payne St","Alexandria, VA 22314",38.8059163,-77.0535483,FALSE,0
"836","S Pickett St & Shillings St",38.8044473,-77.1321133,"0x89b7b24f5afa5e93:0x9e641a3d22c98e3a","S Pickett St & Shillings St","Alexandria, VA 22304",38.804486,-77.132334,TRUE,19.6024839140423
"837","S Randolph St & Campbell Ave",38.8408621,-77.0887367,"0x89b7b14f9ab3805b:0x5c7ae59a9a3863f3","Campbell Ave & S Randolph St","Arlington, VA 22206",38.840654,-77.088659,TRUE,24.0983469418271
"838","S Reynolds St & Edsall Rd",38.8077073,-77.1298316,"0x89b7b249402aaebb:0x4532a547ef65b1ae","S Reynolds St & Edsall Rd","Alexandria, VA 22304",38.809607,-77.128908,TRUE,225.888361398234
"839","S Scott St & 13th St S",38.8626864,-77.0772479,"0x89b7b6c7055ca5b3:0x159064d09cfd3ada","S Scott St & 13th St S","Arlington, VA 22204",38.8626864,-77.0772479,FALSE,0
"840","S Stafford & 34th St S",38.833419,-77.0871198,"0x89b7b143bc1ce233:0x11b14da9e6a7e3a3","34th St S & S Stafford St","Arlington, VA 22206",38.833419,-77.0871198,FALSE,0
"841","S Troy St & 26th St S",38.8478037,-77.0754352,"0x89b7b134c08549ad:0x325ed6a4d172dbf8","S Troy St & 26th St S","Arlington, VA 22206",38.847977,-77.075104,TRUE,34.5541833657841
"842","S Wakefield St & 28th Rd S",38.8437617,-77.0978327,"0x89b7b15720c9daf1:0xf7d512386e2e2769","28th Rd S & S Wakefield St","Arlington, VA 22206",38.8437617,-77.0978327,FALSE,0
"843","S Wakefield St & 28th St S",38.8437617,-77.0978327,"0x89b7b15720c9daf1:0xf7d512386e2e2769","28th Rd S & S Wakefield St","Arlington, VA 22206",38.84404,-77.098093,TRUE,38.2861160001779
"844","S Walter Reed Dr & 8th St S",38.865629,-77.0877345,"0x89b7b6bb86cdc093:0x4949119745d95926","S Walter Reed Dr & 8th St S","Arlington, VA 22204",38.865629,-77.0877345,FALSE,0
"845","S Washington St & Wilkes St",38.8005169,-77.0479484,"0x89b7b056d8e54afd:0x9b8d46656c7892fe","Wilkes St & S Washington St","Alexandria, VA 22314",38.800703,-77.048043,TRUE,22.2580324675828
"846","S Wayne and 9th St",38.8648426,-77.0824712,"0x89b7b6b9299604ef:0xe04569db3e92f961","S Wayne St & 9th St S","Arlington, VA 22204",38.8648426,-77.0824712,FALSE,0
"847","S Wayne St and 9th St S",38.8648426,-77.0824712,"0x89b7b6b9299604ef:0xe04569db3e92f961","S Wayne St & 9th St S","Arlington, VA 22204",38.864694,-77.082491,TRUE,16.612253905434
"848","Saint Asaph & Madison St",38.812887,-77.0441246,"0x89b7b0f06fb68a9f:0x7b716113dad5c66c","Madison St & N St Asaph St","Alexandria, VA 22314",38.812887,-77.0441246,FALSE,0
"849","Saint Asaph St & Madison St",38.812887,-77.0441246,"0x89b7b0f06fb68a9f:0x7b716113dad5c66c","Madison St & N St Asaph St","Alexandria, VA 22314",38.812718,-77.044097,TRUE,18.9434850930552
"850","Saint Asaph St & Pendleton St",38.810605,-77.0446077,"0x89b7b0f0a15b96af:0x296fc41fcb17535d","Pendleton St & N St Asaph St","Alexandria, VA 22314",38.810605,-77.0446077,FALSE,0
"851","School St & George Mason Blvd",38.8373961,-77.3089202,"0x89b64e8b36d6d653:0x3c28f0d7658f771d","George Mason Blvd & School St","Fairfax, VA 22030",38.837382,-77.30938,TRUE,39.8554809623149
"852","Seatrend Way & Topsails Ln",38.7754754,-77.1600097,"0x89b7ad7d4d4a2203:0xaab089e74566047b","Topsails Ln & Seatrend Way","Springfield, VA 22150",38.775639,-77.160014,TRUE,18.1953086722616
"853","Shady Grove Hospital",39.0973113,-77.1970979,"0x89b63361ba977fb1:0xed02e2911bde925","Adventist HealthCare Shady Grove Medical Center - Parking Garage","9901 Medical Center Dr, Rockville, MD 20850",39.0973113,-77.1970979,FALSE,0
"854","Shady Grove Metro East",39.1207743,-77.1632381,"0x89b7d29166013995:0xaf5ee8ce567ac65a","Shady Grove Station & Bay C - East","Redland, MD 20855",39.121327,-77.164969,TRUE,161.471869934139
"855","Shady Grove Metro West",39.119838,-77.16497,"0x89b7d29145e9919d:0xb106bf07bd8b3b9e","Shady Grove Station & Bay C - West","9, MD 20877",39.119765,-77.166093,TRUE,97.2186332390913
"856","Shirlington Transit Center / Quincy St & Randolph St",38.8394077,-77.0872979,"0x89b7b1458bd46561:0x1bdebebd76139924","Shirlington Station","Arlington, VA 22206",38.8394077,-77.0872979,FALSE,0
"857","Shirlington Transit Center / S Quincy & Randolph St",38.839382,-77.0873166,"0x89b7b145ab485ed9:0x3dadcd57a8acabeb","Shirlington Station Commuter Store","2975 S Quincy St, Arlington, VA 22206",38.839382,-77.0873166,FALSE,0
"858","Silver Spring Metro / Colesville Rd & Wayne Ave",38.9937369,-77.0312016,"0x89b7c8b8b7312fb7:0xc01b66f0d40fe970","Silver Spring","8400 Colesville Rd, Silver Spring, MD 20910",38.995256,-77.029124,TRUE,246.516883027013
"859","Silver Spring Metro/Colesville Rd & Wayne Ave",38.9937369,-77.0312016,"0x89b7c8b8b7312fb7:0xc01b66f0d40fe970","Silver Spring","8400 Colesville Rd, Silver Spring, MD 20910",38.9937369,-77.0312016,FALSE,0
"860","Silver Spring Transit Center - Top Level",38.994042,-77.030029,"0x89b7c8b93d39d9f3:0xf9f032f3deabb6f2","Silver Spring Transit Center Station","Silver Spring, MD 20910",38.994035,-77.030371,TRUE,29.56656061547
"861","Sligo Ave & Carroll Ln",38.9907524,-77.0165209,"0x89b7c8a3fca13f0b:0xf4434dd13f18a1c6","Sligo Ave & Carroll Ln","Silver Spring, MD 20910",38.990874,-77.016311,TRUE,22.6255206854768
"862","Smithsonian-National Mall / Jefferson Dr & 12th St SW",38.888774,-77.028694,"0x89b7b79e96258e9f:0x77894e157f521af5","Capital Bikeshare: Smithsonian-National Mall / Jefferson Dr & 12th St SW","Washington, DC 20560",38.888774,-77.028694,TRUE,0
"863","Soapstone Dr Convenience Center",38.9476363,-77.0010471,"0x89b7c7dc6077277d:0x8510ee662ace1da1","Fort Totten Solid Waste Disposal Transfer Station","4900 John McCormack Rd NE, Washington, DC 20011",38.93051,-77.345874,TRUE,29884.4716862513
"864","Solutions & Greensboro Dr",38.9236214,-77.2313104,"0x89b64af2302f914d:0xdb022d967285e638","Solutions Dr & Greensboro Dr","Tysons, VA 22102",38.9236214,-77.2313104,FALSE,0
"865","South Capitol & Atlantic St SW",38.8313993,-77.0077381,"0x89b7ba07d514b5e1:0xc7d8dc32112254e2","S Capitol St SW & Atlantic St SW","Washington, DC 20032",38.831516,-77.008133,TRUE,36.5849593634311
"866","South Capitol St and Southern Ave SE",38.8212502,-77.0013639,"0x89b7ba0d222472cf:0x78763cdd606abf0e","S Capitol St SW & Southern Ave SE","Washington, DC 20032",38.821563,-77.001095,TRUE,41.8622707573146
"867","South Dakota Ave & 33rd St NE",38.9221104,-76.9605075,"0x89b7c77ee835ebf3:0x719a033ad7568410","33rd St NE & South Dakota Ave NE","Washington, DC 20018",38.921986,-76.960696,TRUE,21.3837246270462
"868","South Dakota Ave & Bladensburg Rd NE",38.9251961,-76.9652509,"0x89b7c78212d106cb:0x2c44452982aee8fb","South Dakota Ave NE & Bladensburg Rd NE","Washington, DC 20018",38.9252,-76.964896,TRUE,30.7040323150354
"869","South Dakota Ave & Decatur St NE",38.9482618,-76.9911253,"0x89b7c7c6da9b41cf:0x4e0ff2cb8d136c3d","South Dakota Ave NE & Decatur St NE","Washington, DC 20017",38.9482618,-76.9911253,FALSE,0
"870","South Gate Community Center",38.9418016,-77.3656854,"0x89b6486d69f88027:0x3a1a7528e9098933","Cathy Hudgins Community Center at Southgate","12125 Pinecrest Rd, Reston, VA 20191",38.9418016,-77.3656854,FALSE,0
"871","South Lakes Dr and Reston Pkwy",38.9431207,-77.3613611,"0x89b648135a010315:0x24f375239faea5f8","South Lakes Dr & Reston Pkwy","Reston, VA 20191",38.94335,-77.362304,TRUE,85.438893070987
"872","South St & University Dr",38.843505,-77.306075,"0x89b64e8d868663d7:0x43e98ac95261eeb1","University Dr & South St","Fairfax, VA 22030",38.844249,-77.305336,TRUE,104.595583540621
"873","Southern Ave Metro",38.8406312,-76.9756044,"0x89b7b9862bc8aefd:0x2d01c1c90e3f4936","Southern Ave Metro Station",NA,38.840107,-76.9753,TRUE,63.9733478726097
"874","Spring Hill Metro",38.928776,-77.241455,"0x89b64a5fe135dcf7:0x5dcfaeb75bdf9f10","Spring Hill","1576 Spring Hill Rd, Vienna, VA 22182",38.929261,-77.240654,TRUE,87.8018231262999
"875","Spring St & 2nd Ave",38.9978548,-77.0344194,"0x89b7c8c7e5fb7547:0x21b9dee013ff5b41","2nd Ave & Spring St","Silver Spring, MD 20910",38.997653,-77.034499,TRUE,23.4698338622311
"876","Spring St & Second Ave",38.9978548,-77.0344194,"0x89b7c8c7e5fb7547:0x21b9dee013ff5b41","2nd Ave & Spring St","Silver Spring, MD 20910",38.9978548,-77.0344194,FALSE,0
"877","St Asaph & Pendleton St",38.810605,-77.0446077,"0x89b7b0f0a15b96af:0x296fc41fcb17535d","Pendleton St & N St Asaph St","Alexandria, VA 22314",38.810741,-77.044633,TRUE,15.280567481032
"878","St. Asaph & Montgomery St",38.8140116,-77.0438795,"0x89b7b0f01a00c48d:0x8c94d30ae81ead32","Montgomery St & N St Asaph St","Alexandria, VA 22314",38.8140116,-77.0438795,FALSE,0
"879","St. Elizabeths West Campus/DHS",38.8544197,-76.9999084,"0x89b7b9f1ccceab45:0x52194f4690347e58","DHS St. Elizabeths Campus","1790 Ash St SE, Washington, DC 20032",38.8544197,-76.9999084,FALSE,0
"880","Stadium Armory Metro",38.888302,-76.9770728,"0x89b7b84e38f4f315:0x576159cab5cc41ac","Stadium-Armory","192 19th St SE, Washington, DC 20003",38.885483,-76.977187,TRUE,313.614300954525
"881","Stanton Square SE",38.8559463,-76.9867239,"0x89b7b9e57f076d55:0xe0e171e41b59874a","Trio at Stanton Square","2910 Stanton Rd SE, Washington, DC 20020",38.855004,-76.984512,TRUE,218.317555889736
"882","State Theatre / Park Pl & N Washington St",38.8829668,-77.1697038,"0x89b7b4ea5c2f3329:0x2b644e01d085a710","State Theatre","220 N Washington St, Falls Church, VA 22046",38.8829668,-77.1697038,FALSE,0
"883","Stewart & April",39.045498,-76.981943,"0x89b7c50a25e1bdc9:0xf551638cda03fa75","Stewart Ln & April Ln","White Oak, MD 20904",39.044944,-76.981155,TRUE,91.7920217557437
"884","Stewart Ln & Old Columbia Pike",39.0462888,-76.9866148,"0x89b7c50acff95405:0x8a62eb8709485d33","Old Columbia Pike & Stewart Ln","White Oak, MD 20904",39.045652,-76.985438,TRUE,123.862386372013
"885","Sunrise Valley Dr & Roland Clarke Pl",38.9483273,-77.3509129,"0x89b6483c6863c777:0xdcf3ea5db4e7fab","Roland Clarke Pl & Sunrise Valley Dr","Reston, VA 20191",38.949366,-77.350396,TRUE,123.846355802208
"886","Sunset Hills & Old Reston Ave",38.9549115,-77.351941,"0x89b64823b0415dab:0x1e10e0a9c5188777","Sunset Hills Rd & Old Reston Ave","Reston, VA 20190",38.9549115,-77.351941,FALSE,0
"887","Sunset Hills Rd & Discovery Square",38.9562899,-77.3561785,"0x89b64818bca7f0a3:0x5cad0c37d6ad42c2","Discovery Square","12010 Sunset Hills Rd, Reston, VA 20190",38.95534,-77.357611,TRUE,162.786069964644
"888","Sunset Hills Rd & Isaac Newton Square",38.951462,-77.340729,"0x89b6482e348ee321:0xe0276c1b4c68bc61","Sunset Hills Rd at Isaac Newton SQ (","Reston, VA 20190",38.951462,-77.340729,FALSE,0
"889","Taft St & E Gude Dr",39.0941994,-77.1325842,"0x89b7cd8e8a55195d:0x47e4aa30191f7413","E Gude Dr & Taft St","Rockville, MD 20850",39.0941994,-77.1325842,FALSE,0
